geneName	name	chrom	strand	txStart	txEnd	txSize	cdsStart	cdsEnd	cdsSize
1263	TRAPPC2L	chr16	+	88923505	88927520	4015	88923558	88927367	3809
82	CPSF3	chr2	+	9563665	9613239	49574	9563902	9613146	49244
589	TCF15	chr20	-	584636	590910	6274	585234	590881	5647
1397	PIK3CG	chr7	+	106505923	106549423	43500	106508006	106545832	37826
110	DMC1	chr22	-	38914953	38966201	51248	38916024	38964261	48237
1171	TIMP2	chr17	-	76849058	76921472	72414	76851748	76921170	69422
946	TIMP1	chrX	+	47441689	47446190	4501	47442814	47446090	3276
655	TSPY3	chrY	+	9236029	9238826	2797	9236075	9238638	2563
740	ZMYM5	chr13	-	20397623	20437776	40153	20398616	20426320	27704
207	TRAPPC9	chr8	-	140742585	141467861	725276	140743303	141461472	718169
19	NOX4	chr11	-	89057521	89224733	167212	89059923	89184994	125071
643	PET100	chr19	+	7694670	7696510	1840	7694719	7696442	1723
948	FAM180B	chr11	+	47608229	47610746	2517	47608320	47609986	1666
1431	GPN3	chr12	-	110890290	110906089	15799	110890838	110906008	15170
1157	NSUN5P1	chr7	+	75039604	75046071	6467	75046071	75046071	0
939	MIR4763	chr22	+	46509445	46509537	92	46509537	46509537	0
99	BDNF-AS	chr11	+	27528398	27719718	191320	27719718	27719718	0
1126	CSN1S2BP	chr4	+	70999320	71012421	13101	71012421	71012421	0
935	CCDC163P	chr1	-	45959597	45965751	6154	45965751	45965751	0
824	SNORD103B	chr1	-	31408535	31408623	88	31408623	31408623	0
824	SNORD103B	chr1	-	31421964	31422052	88	31422052	31422052	0
196	TMCC1	chr3	-	129366634	129407575	40941	129407575	129407575	0
692	ZNF519	chr18	-	14075988	14132489	56501	14132489	14132489	0
809	MIR4733	chr17	-	29421367	29421443	76	29421443	29421443	0
1681	PSCA	chr8	+	143751725	143764145	12420	143764145	143764145	0
1191	C17orf70	chr17	-	79506910	79519429	12519	79519429	79519429	0
2436	DTYMK	chr2	-	242615156	242626383	11227	242626383	242626383	0
585	WASH5P	chr19	-	60950	70966	10016	70966	70966	0
1585	NUDT16	chr3	+	131100624	131107674	7050	131107674	131107674	0
1051	C20orf166-AS1	chr20	-	61141437	61148768	7331	61148768	61148768	0
1880	LINC01366	chr5	+	169758396	169762104	3708	169762104	169762104	0
167	LOC100129620	chr1	+	99469831	99614408	144577	99614408	99614408	0
1333	LOC100129345	chr14	-	98098983	98152995	54012	98152995	98152995	0
2062	LOC647323	chr3	-	193675160	193721448	46288	193721448	193721448	0
1044	MIR4711	chr1	-	60198898	60198968	70	60198968	60198968	0
616	LINC01433	chr20	+	4173736	4176600	2864	4176600	4176600	0
1027	CNGB1	chr16	-	57988579	58005020	16441	57989246	58001190	11944
1	NECAP2	chr1	+	16767166	16786584	19418	16767256	16785491	18235
596	ARL17A	chr17_ctg5_hap1	-	1486976	1513884	26908	1491571	1510484	18913
961	GAGE12H	chrX	+	49296779	49304144	7365	49297934	49304050	6116
961	GAGE12H	chrX	+	49306335	49313700	7365	49307490	49313606	6116
593	TTLL10	chr1	+	1109285	1133313	24028	1114595	1133227	18632
586	BET1L	chr11	-	202923	207422	4499	205301	207321	2020
2175	METTL21A	chr2	-	208473838	208489973	16135	208477769	208489099	11330
294	DISC1	chr1	+	231762560	231991125	228565	231762613	231990771	228158
1097	CLCF1	chr11	-	67131638	67141648	10010	67132606	67135083	2477
1902	NKX2-5	chr5	-	172659106	172662315	3209	172660345	172662086	1741
1902	NKX2-5	chr5	-	172659106	172662315	3209	172660499	172662086	1587
1554	NEK6	chr9	+	127054249	127114719	60470	127055219	127113226	58007
156	ABCB1	chr7	-	87133178	87342639	209461	87133558	87229500	95942
596	ASMTL	chrY	-	1472031	1521870	49839	1472161	1521733	49572
601	DDR1	chr6_qbl_hap6	+	2149451	2160922	11471	2149493	2157793	8300
609	MRGPRG	chr11	-	3239173	3240043	870	3239173	3240043	870
1431	GPN3	chr12	-	110890290	110906526	16236	110890838	110906441	15603
2435	THAP4	chr2	-	242523819	242556916	33097	242524020	242556830	32810
891	NKIRAS2	chr17	+	40172086	40177656	5570	40173595	40175726	2131
115	TOPAZ1	chr3	+	44283377	44373590	90213	44283545	44373503	89958
150	PTPRQ	chr12	+	80838125	81073968	235843	80838125	81072802	234677
1138	C17orf77	chr17	+	72581056	72590348	9292	72588185	72588917	732
75	MUC22	chr6_mcf_hap5	+	2355675	2385126	29451	2360430	2384662	24232
1023	STAT6	chr12	-	57489186	57505196	16010	57490354	57501022	10668
1538	SLC37A2	chr11	+	124933012	124960412	27400	124933263	124958030	24767
730	HOMER3	chr19	-	19040009	19049858	9849	19040251	19049791	9540
730	HOMER3	chr19	-	19040009	19051161	11152	19040251	19049791	9540
836	ZBTB8B	chr1	+	32930657	32953459	22802	32936225	32951019	14794
1500	CT47B1	chrX	-	120006451	120009779	3328	120007749	120009524	1775
861	PNPLA1	chr6	+	36238236	36276372	38136	36238236	36275493	37257
861	PNPLA1	chr6	+	36210944	36276372	65428	36259176	36275493	16317
1338	KPNA7	chr7	-	98771196	98805089	33893	98771330	98805089	33759
162	KIAA0825	chr5	-	93486555	93954309	467754	93489711	93872831	383120
966	FCGRT	chr19	+	50015535	50029685	14150	50016657	50029376	12719
1507	TBCEL	chr11	+	120894802	120960354	65552	120916399	120957805	41406
1606	FAM122B	chrX	-	133903595	133931262	27667	133905314	133930235	24921
593	RNF212	chr4	-	1065265	1107352	42087	1066661	1107252	40591
1349	MEF2A	chr15	+	100173182	100256629	83447	100173324	100252976	79652
886	KRT33B	chr17	-	39519745	39526052	6307	39520087	39526002	5915
897	TSPO2	chr6	+	41010456	41012076	1620	41010724	41011876	1152
171	MGEA5	chr10	-	103544199	103578222	34023	103546207	103577779	31572
606	DDX39B	chr6_qbl_hap6	-	2791676	2803927	12251	2791891	2801985	10094
93	OSBPL1A	chr18	-	21742010	21977833	235823	21743142	21957497	214355
108	CCDC169	chr13	-	36801178	36871992	70814	36801337	36857743	56406
108	CCDC169	chr13	-	36801178	36871992	70814	36801337	36857614	56277
168	UBAC2	chr13	+	99852678	100038753	186075	99853162	100037589	184427
1020	SNORD59B	chr12	-	57037463	57037538	75	57037538	57037538	0
128	APPBP2	chr17	-	58520509	58603601	83092	58524941	58603168	78227
768	AP1G2	chr14	-	24028771	24036733	7962	24028957	24035570	6613
768	AP1G2	chr14	-	24028771	24037045	8274	24028957	24033013	4056
23	GRIK4	chr11	+	120435194	120833687	398493	120531027	120833422	302395
1356	PCCA-AS1	chr13	-	101116690	101133269	16579	101133269	101133269	0
210	LOC100288181	chr8	-	143783669	143808391	24722	143808391	143808391	0
88	MGST1	chr12	+	16500576	16517344	16768	16517344	16517344	0
88	MGST1	chr12	+	16500711	16517344	16633	16517344	16517344	0
2470	ZNF695	chr1	-	247108848	247171395	62547	247171395	247171395	0
635	NSUN2	chr5	-	6599351	6633473	34122	6633473	6633473	0
1752	SSR4	chrX	+	153059903	153063967	4064	153063967	153063967	0
1440	IFRD1	chr7	+	112092112	112117258	25146	112095873	112115574	19701
899	ADCK4	chr19	-	41197433	41222790	25357	41197939	41220537	22598
786	EXTL1	chr1	+	26348270	26362954	14684	26349137	26361838	12701
731	CSRP3	chr11	-	19203576	19232118	28542	19204216	19213995	9779
24	ADAM12	chr10	-	127700953	128077127	376174	127705847	128076714	370867
1508	INHBB	chr2	+	121103718	121109383	5665	121103764	121107450	3686
122	ITGA2	chr5	+	52285155	52390609	105454	52285298	52386429	101131
1422	SH3RF3-AS1	chr2	-	109743783	109746575	2792	109746575	109746575	0
998	MIR519D	chr19	+	54216600	54216688	88	54216688	54216688	0
998	MIR525	chr19	+	54200786	54200871	85	54200871	54200871	0
1131	LOC100133315	chr11	-	71576554	71639493	62939	71639493	71639493	0
819	TUBB	chr6	+	30687977	30693203	5226	30688283	30692174	3891
206	TBXAS1	chr7	+	139528951	139720125	191174	139720125	139720125	0
81	TMEM41B	chr11	-	9302200	9336315	34115	9336315	9336315	0
169	MEG3	chr14	+	101292444	101327360	34916	101327360	101327360	0
968	LSMEM2	chr3	+	50316517	50325545	9028	50316544	50324633	8089
793	IL4R	chr16	+	27325229	27376099	50870	27352609	27375151	22542
1442	TUBE1	chr6	-	112391859	112408751	16892	112392614	112408637	16023
706	FOPNL	chr16	-	15959576	15982447	22871	15961296	15982442	21146
836	ZNF396	chr18	-	32946660	32957301	10641	32948314	32954256	5942
1952	OSBPL6	chr2	+	179184970	179264160	79190	179185090	179260286	75196
986	GSTA1	chr6	-	52656177	52668664	12487	52656655	52664065	7410
1345	SYNM	chr15	+	99645285	99675800	30515	99645405	99673263	27858
18	STON2	chr14	-	81726993	81893556	166563	81736908	81864726	127818
972	NOD2	chr16	+	50731049	50766988	35939	50731154	50765730	34576
791	RAB34	chr17	-	27041298	27045286	3988	27041589	27045285	3696
995	SP1	chr12	+	53773978	53810226	36248	53774075	53805024	30949
1656	ZMYND19	chr9	-	140476530	140484937	8407	140476994	140484715	7721
995	ZNF845	chr19	+	53837001	53858122	21121	53844560	53856841	12281
118	PCED1B	chr12	+	47473385	47630446	157061	47628846	47630145	1299
102	KATNAL1	chr13	-	30776766	30881624	104858	30782676	30857914	75238
266	PPP1R12B	chr1	+	202431870	202557697	125827	202464597	202544264	79667
666	S1PR5	chr19	-	10623417	10628126	4709	10624490	10625687	1197
1309	RFESD	chr5	+	94982582	94992849	10267	94989765	94992013	2248
133	TLN2	chr15	+	62939509	63136829	197320	62939509	63132809	193300
99	IFNK	chr9	+	27524311	27526496	2185	27524334	27524958	624
20	UGGT2	chr13	-	96453835	96705736	251901	96454043	96705566	251523
1643	ZC3HAV1	chr7	-	138728265	138794465	66200	138732339	138794077	61738
109	TACC1	chr8	+	38644721	38710546	65825	38645100	38705541	60441
304	PLD5	chr1	-	242251688	242612784	361096	242253155	242383400	130245
596	SCARF1	chr17	-	1537151	1549083	11932	1538051	1548991	10940
1668	PRSS58	chr7	-	141951957	141957878	5921	141952040	141957527	5487
1003	RGS20	chr8	+	54793431	54871864	78433	54793575	54871018	77443
923	FGF10	chr5	-	44305096	44388784	83688	44305096	44388784	83688
1204	FGF5	chr4	+	81187741	81212171	24430	81187978	81207826	19848
1083	SSSCA1	chr11	+	65337942	65339239	1297	65337962	65339205	1243
746	CD24	chrY	-	21152525	21154962	2437	21154962	21154962	0
1342	CYP3A5	chr7	-	99245811	99277649	31838	99245927	99277519	31592
1045	CYP2J2	chr1	-	60358979	60392423	33444	60359322	60392418	33096
902	CYP2F1	chr19	+	41620352	41634281	13929	41622093	41633987	11894
235	FAM120B	chr6	+	170599790	170716159	116369	170600145	170713678	113533
3	SPOCK3	chr4	-	167654535	168155577	501042	167656071	167833893	177822
703	MPV17L	chr16	+	15489610	15503543	13933	15489754	15501969	12215
850	TBC1D3H	chr17	-	34746062	34757007	10945	34746433	34755465	9032
212	GRM1	chr6	+	146350333	146758734	408401	146350653	146755109	404456
861	TBC1D3H	chr17	+	36284002	36294971	10969	36285544	36294600	9056
1210	SEL1L	chr14	-	81937890	82000205	62315	81943315	82000088	56773
909	TMEM87A	chr15	-	42502649	42565782	63133	42503905	42565474	61569
1192	MAF	chr16	-	79627744	79634622	6878	79628356	79633799	5443
955	SMAD4	chr18	+	48556582	48611411	54829	48573416	48604837	31421
1950	KCNMB3	chr3	-	178960553	178969403	8850	178960691	178968891	8200
13	VPS41	chr7	-	38763542	38948800	185258	38765845	38948774	182929
1772	CLDN20	chr6	+	155585146	155597682	12536	155596853	155597513	660
1014	LPO	chr17	+	56315786	56345879	30093	56320340	56345355	25015
991	KDM5C	chrX	-	53220502	53254604	34102	53222148	53254071	31923
1652	CCRN4L	chr4	+	139936912	139967093	30181	139937135	139966628	29493
850	TMEM50B	chr21	-	34821447	34852316	30869	34823124	34841192	18068
1537	HMX2	chr10	+	124907637	124910188	2551	124907894	124909639	1745
789	HMGN2	chr1	+	26798901	26803133	4232	26799103	26801639	2536
1024	LINC01413	chr15	+	57611335	57617237	5902	57617237	57617237	0
16	LOC101928784	chr15	+	60771376	60823166	51790	60823166	60823166	0
243	HNRNPH1	chr5	-	179041178	179050722	9544	179042546	179050134	7588
73	NARFL	chr16	-	779768	790997	11229	780416	790985	10569
671	PRM2	chr16	-	11369492	11370337	845	11369686	11370227	541
137	SGK3	chr8	+	67624652	67774257	149605	67705971	67771816	65845
671	PQLC3	chr2	+	11295497	11318998	23501	11295672	11317954	22282
1437	CEPT1	chr1	+	111682248	111727724	45476	111690336	111726932	36596
1137	NSUN5P2	chr7	-	72418831	72425302	6471	72425302	72425302	0
640	LRRC30	chr18	+	7231136	7232042	906	7231136	7232042	906
1774	ARHGEF2	chr1	-	155916629	155947966	31337	155917732	155939073	21341
90	CCDC144B	chr17	-	18441114	18528930	87816	18528930	18528930	0
1153	PRCD	chr17	+	74523667	74541458	17791	74541458	74541458	0
1347	STAG3L5P-PVRIG2P-PILRB	chr7	+	99933687	99965454	31767	99965454	99965454	0
1442	ADAM1A	chr12	+	112336866	112339706	2840	112339706	112339706	0
793	FLJ21408	chr16	+	27279525	27301789	22264	27301789	27301789	0
1431	ALG13	chrX	+	110924345	110933623	9278	110933623	110933623	0
1352	GOLGA2P5	chr12	-	100550174	100567121	16947	100567121	100567121	0
661	LOC401052	chr3	-	10048101	10052779	4678	10049027	10050164	1137
917	EBNA1BP2	chr1	-	43629844	43637986	8142	43630113	43637789	7676
660	CIDEC	chr3	-	9908393	9920740	12347	9908817	9920170	11353
169	ASCC3	chr6	-	101304178	101329248	25070	101306983	101315873	8890
889	JUP	chr17	-	39910858	39942964	32106	39911995	39928106	16111
663	CMBL	chr5	-	10277706	10308168	30462	10280564	10290874	10310
729	PRODH	chr22	-	18900286	18923964	23678	18900687	18918660	17973
653	CA6	chr1	+	9005892	9035148	29256	9006000	9034763	28763
108	PPP1R16B	chr20	+	37434347	37551667	117320	37464568	37547309	82741
1422	MICAL1	chr6	-	109765265	109777190	11925	109765393	109775399	10006
1061	ABHD16B	chr20	+	62492565	62494341	1776	62492893	62494303	1410
93	XPO4	chr13	-	21351467	21476913	125446	21357860	21476877	119017
136	PDE4B	chr1	+	66378927	66840262	461335	66378997	66838361	459364
969	IL4I1	chr19	-	50392913	50400147	7234	50392926	50399417	6491
934	MIR3616	chr20	+	45795608	45795700	92	45795700	45795700	0
195	DNAJB8-AS1	chr3	+	128182436	128191160	8724	128191160	128191160	0
757	LOC100506178	chr7	+	22602955	22613617	10662	22613617	22613617	0
77	STX18-AS1	chr4	+	4543857	4712664	168807	4712664	4712664	0
749	LOC100506801	chr1	+	21619782	21626362	6580	21626362	21626362	0
753	LINC01432	chr20	+	22034727	22055292	20565	22055292	22055292	0
1084	GUSB	chr7	-	65425671	65447301	21630	65447301	65447301	0
1675	TMEM139	chr7	+	142982042	142985142	3100	142985142	142985142	0
982	MIR4703	chr13	+	52126724	52126803	79	52126803	52126803	0
1001	MIR3198-2	chr12	-	54625180	54625260	80	54625260	54625260	0
960	MIR4701	chr12	-	49165757	49165820	63	49165820	49165820	0
835	LOC400684	chr19	-	32880955	32896445	15490	32896445	32896445	0
137	CTCF	chr16	+	67596309	67673088	76779	67650679	67671775	21096
876	THRA	chr17	+	38218445	38250120	31675	38230741	38249635	18894
1307	RBM12B	chr8	-	94743730	94753224	9494	94745632	94748638	3006
2149	TMEM81	chr1	-	205052256	205053588	1332	205052680	205053448	768
1013	ZNF784	chr19	-	56132106	56135941	3835	56133116	56135927	2811
184	TRPS1	chr8	-	116420723	116681255	260532	116426250	116635857	209607
160	BLM	chr15	+	91260557	91358692	98135	91290622	91358509	67887
117	MKNK1	chr1	-	47023078	47069966	46888	47069966	47069966	0
587	LINC00685	chrX	+	281384	282054	670	282054	282054	0
586	LINC00685	chrY	+	231384	232054	670	232054	232054	0
916	TJAP1	chr6	+	43445260	43474294	29034	43474294	43474294	0
918	VEGFA	chr6	+	43739721	43754223	14502	43742095	43752299	10204
1310	SERPINA4	chr14	+	95027756	95036250	8494	95029819	95035932	6113
1310	SERPINA4	chr14	+	95027756	95036250	8494	95028052	95035932	7880
120	GALK2	chr15	+	49462212	49622002	159790	49493377	49620356	126979
778	IPW	chr15	+	25361691	25367623	5932	25367623	25367623	0
989	MIR605	chr10	+	53059332	53059415	83	53059415	53059415	0
665	ODC1	chr2	-	10580496	10587925	7429	10580849	10585158	4309
624	FAM86A	chr16	-	5134300	5147821	13521	5135632	5147740	12108
103	HECTD1	chr14	-	31569320	31676729	107409	31570135	31675142	105007
857	ARPP21	chr3	+	35721115	35727379	6264	35723243	35725521	2278
12	CLIP4	chr2	+	29338291	29406679	68388	29344254	29404759	60505
611	LRPAP1	chr4	-	3505323	3534224	28901	3514700	3534139	19439
1359	DPH5	chr1	-	101455179	101491362	36183	101455963	101490999	35036
1149	TPRKB	chr2	-	73956956	73964517	7561	73957069	73961696	4627
1543	HDDC2	chr6	-	125596495	125623282	26787	125597291	125623078	25787
1439	PIH1D2	chr11	-	111938522	111944895	6373	111938594	111943898	5304
1295	CCDC67	chr11	+	93063882	93171636	107754	93065425	93170885	105460
924	SNX21	chr20	+	44462469	44471914	9445	44462558	44470682	8124
79	UHRF2	chr9	+	6413150	6507051	93901	6413490	6506179	92689
751	MTAP	chr9	+	21802634	21865969	63335	21802747	21862013	59266
1462	CDC16	chr13	+	115000361	115038150	37789	115000559	115037918	37359
149	GNAQ	chr9	-	80331189	80646365	315176	80336238	80646151	309913
149	GNAI1	chr7	+	79764139	79848725	84586	79764476	79846809	82333
975	NUDT11	chrX	-	51232862	51239459	6597	51234600	51239296	4696
797	SLC4A1AP	chr2	+	27886337	27917847	31510	27886619	27917550	30931
1147	UCP2	chr11	-	73685715	73693889	8174	73686051	73689423	3372
795	UCN	chr2	-	27530264	27531130	866	27530388	27530763	375
1422	ZBTB24	chr6	-	109783718	109804440	20722	109787053	109803229	16176
188	GRK5	chr10	+	120967196	121215131	247935	120967429	121214579	247150
1062	ZNF512B	chr20	-	62588056	62601223	13167	62591240	62599303	8063
1818	DUSP12	chr1	+	161719580	161726952	7372	161719591	161726737	7146
260	STK17B	chr2	-	196998306	197036336	38030	197002170	197028107	25937
1985	ARPC5	chr1	-	183595327	183605076	9749	183596666	183604794	8128
177	KIAA1324	chr1	+	109656584	109749403	92819	109656805	109745634	88829
639	CTDNEP1	chr17	-	7146905	7155259	8354	7147503	7154615	7112
1352	ZIC2	chr13	+	100634025	100639019	4994	100634318	100637936	3618
118	ZNF41	chrX	-	47305560	47342345	36785	47306828	47326880	20052
757	VPREB1	chr22	+	22599199	22599926	727	22599225	22599749	524
146	ZDHHC17	chr12	+	77157853	77247474	89621	77158016	77244765	86749
1574	TRH	chr3	+	129693235	129696781	3546	129694659	129696059	1400
106	RAI14	chr5	+	34656432	34832717	176285	34687024	34830870	143846
145	SENP6	chr6	+	76311621	76427994	116373	76312240	76425310	113070
123	TXNDC16	chr14	-	52897307	53019301	121994	52899021	53010275	111254
88	SOX6	chr11	-	15987994	16424413	436419	15994354	16424209	429855
32	UBXN7	chr3	-	196080368	196159345	78977	196083555	196159270	75715
607	SLC22A18	chr11	+	2923511	2946476	22965	2924575	2946427	21852
863	TRAF6	chr11	-	36505316	36531863	26547	36511387	36523065	11678
1149	ACOT2	chr14	+	74035762	74042362	6600	74035944	74042217	6273
1188	IFI44L	chr1	+	79086087	79111830	25743	79093600	79107494	13894
199	OPCML	chr11	-	132284874	132813037	528163	132290086	132812987	522901
663	OLR1	chr12	-	10310898	10324790	13892	10312478	10324676	12198
659	OGG1	chr3	+	9791627	9799089	7462	9791970	9798834	6864
1729	RARRES2	chr7	-	150035406	150038763	3357	150035713	150037698	1985
127	CX3CL1	chr16	+	57406413	57418956	12543	57406480	57416944	10464
188	SORL1	chr11	+	121322911	121504471	181560	121323040	121500272	177232
143	ASCC1	chr10	-	73855789	73976892	121103	73976892	73976892	0
186	CD80	chr3	-	119243139	119278481	35342	119246617	119276575	29958
138	RAD17	chr5	+	68666861	68710628	43767	68677871	68710119	32248
930	SNORD55	chr1	+	45241536	45241610	74	45241610	45241610	0
722	SNORA68	chr19	+	17973396	17973529	133	17973529	17973529	0
806	LOC101929645	chr5	+	29065350	29073330	7980	29073330	29073330	0
806	PPP1CB	chr2	+	28974613	29025806	51193	28974990	29022169	47179
19	LOC101929743	chr15	-	89128801	89148341	19540	89148341	89148341	0
120	NFATC2	chr20	-	50003493	50159258	155765	50007932	50159038	151106
948	KBTBD4	chr11	-	47593748	47600567	6819	47594481	47600503	6022
607	GPANK1	chr6_ssto_hap7	-	2959803	2964212	4409	2960845	2963060	2215
1086	CST6	chr11	+	65779461	65780976	1515	65779515	65780871	1356
1174	CSRP2	chr12	-	77252495	77272799	20304	77252731	77260040	7309
873	GDNF	chr5	-	37812778	37835929	23151	37815752	37835760	20008
602	TGM3	chr20	+	2276612	2321725	45113	2276709	2321227	44518
113	MEGF8	chr19	+	42829760	42882921	53161	42830395	42880927	50532
962	DHDH	chr19	+	49436938	49448226	11288	49436978	49448190	11212
1347	SRPX2	chrX	+	99899162	99926296	27134	99901319	99925984	24665
863	TEKT2	chr1	+	36549675	36553876	4201	36550522	36553787	3265
74	CNTN6	chr3	+	1134341	1445292	310951	1189692	1445102	255410
123	TOX3	chr16	-	52471917	52581714	109797	52473136	52553392	80256
627	FBXL18	chr7	-	5515427	5553399	37972	5521405	5553305	31900
1659	PCDHGA10	chr5	+	140792742	140892546	99804	140792742	140890740	97998
74	TOLLIP	chr11	-	1295597	1330892	35295	1298268	1330728	32460
1100	VCPIP1	chr8	-	67542487	67579452	36965	67546735	67579193	32458
135	HELZ	chr17	-	65066553	65241319	174766	65074367	65214920	140553
1454	TIGIT	chr3	+	114012832	114029135	16303	114012908	114026978	14070
1742	GALNTL5	chr7	+	151653463	151717019	63556	151664331	151716886	52555
169	ENTPD7	chr10	+	101419262	101471002	51740	101419713	101464440	44727
2455	LOC101928068	chr1	-	245128505	245134171	5666	245134171	245134171	0
1277	NGRN	chr15	+	90808894	90815443	6549	90808944	90815020	6076
1175	KCTD12	chr13	-	77454303	77460540	6237	77459305	77460283	978
722	CCDC124	chr19	+	18045904	18054794	8890	18047229	18054524	7295
717	ABHD8	chr19	-	17402939	17414282	11343	17403469	17412425	8956
943	GPR110	chr6	-	46987621	47010082	22461	46988187	46996797	8610
1808	ARL14	chr3	+	160394947	160396235	1288	160395134	160395713	579
1982	LAMC2	chr1	+	183155173	183210406	55233	183155487	183209534	54047
2150	TMCC2	chr1	+	205197037	205242471	45434	205197692	205241252	43560
1954	NPHS2	chr1	-	179519673	179545087	25414	179520307	179544999	24692
786	HADHA	chr2	-	26413503	26467594	54091	26414118	26467464	53346
905	RGCC	chr13	+	42031541	42045013	13472	42031843	42044621	12778
12	NRG1	chr8	+	32405727	32622558	216831	32406244	32621920	215676
1348	NOX1	chrX	-	100098312	100129334	31022	100098940	100129128	30188
2210	FLVCR1	chr1	+	213031596	213072705	41109	213031794	213068632	36838
1584	SWI5	chr9	+	131038424	131051268	12844	131038424	131050995	12571
119	DUT	chr15	+	48623620	48635570	11950	48623712	48634275	10563
1754	IRAK1	chrX	-	153275956	153285342	9386	153277309	153285263	7954
197	CDC42SE2	chr5	+	130599701	130730382	130681	130695186	130726784	31598
155	KIAA1324L	chr7	-	86506222	86689014	182792	86509786	86688829	179043
10	MID1	chrX	-	10413349	10645779	232430	10417407	10535587	118180
290	OBSCN	chr1	+	228395830	228566575	170745	228399484	228566496	167012
731	C21orf91	chr21	-	19161283	19191703	30420	19165896	19190635	24739
955	SPATA2	chr20	-	48519928	48530276	10348	48522155	48525027	2872
723	MIEF2	chr17	+	18163847	18169095	5248	18166034	18167405	1371
156	RUNDC3B	chr7	+	87257728	87461613	203885	87258139	87459345	201206
1138	PKM	chr15	-	72491369	72523727	32358	72491990	72511438	19448
926	KIAA1143	chr3	-	44790235	44803173	12938	44794832	44803094	8262
74	TPO	chr2	+	1418179	1546499	128320	1418180	1546246	128066
190	MYLK	chr3	-	123331142	123339530	8388	123332951	123339141	6190
87	FHAD1	chr1	+	15573767	15724622	150855	15578280	15723909	145629
980	MAGED4B	chrX	-	51804922	51812368	7446	51805325	51811268	5943
744	DCUN1D3	chr16	-	20869395	20911561	42166	20871207	20873860	2653
700	NTAN1	chr16	-	15131709	15149936	18227	15131887	15149828	17941
662	FANCD2OS	chr3	-	10123003	10149915	26912	10145924	10146458	534
182	TMED7	chr5	-	114948904	114961876	12972	114951905	114961489	9584
1309	SERPINA9	chr14	-	94929057	94942670	13613	94929429	94942509	13080
145	UBE2Q2	chr15	+	76135626	76193388	57762	76136007	76191799	55792
606	MCCD1	chr6_qbl_hap6	+	2790419	2791689	1270	2790472	2791393	921
88	GALNT15	chr3	+	16216183	16271253	55070	16216658	16269007	52349
932	ZNF296	chr19	-	45574757	45579688	4931	45574858	45579631	4773
1159	DLST	chr14	+	75348593	75358594	10001	75348656	75357929	9273
876	ZNF781	chr19	-	38158649	38183216	24567	38160065	38161049	984
808	RNF135	chr17	+	29297955	29326927	28972	29298091	29326209	28118
687	BTBD10	chr11	-	13409555	13484838	75283	13410377	13466671	56294
962	NICN1	chr3	-	49459765	49466757	6992	49462265	49466672	4407
1100	IQCH	chr15	+	67547137	67599561	52424	67547234	67599166	51932
2	VPS13B	chr8	+	100025493	100889814	864321	100026016	100887894	861878
202	DDX31	chr9	-	135469675	135545788	76113	135470252	135545636	75384
1077	SF1	chr11	-	64532075	64546316	14241	64546316	64546316	0
1433	LOC440895	chr2	-	111160495	111181393	20898	111181393	111181393	0
83	PRH1	chr12	-	11033559	11324222	290663	11034833	11036816	1983
170	PCSK6	chr15	-	101844132	102030187	186055	101845462	102029873	184411
1028	LOC653653	chr17	-	58179120	58180280	1160	58180280	58180280	0
609	MRGPRG-AS1	chr11	+	3239561	3244361	4800	3244361	3244361	0
87	TMEM51-AS1	chr1	-	15438310	15478960	40650	15478960	15478960	0
599	IGFALS	chr16	-	1840413	1844909	4496	1844909	1844909	0
939	SSR4P1	chr21	-	46490869	46493126	2257	46493126	46493126	0
1062	UCKL1-AS1	chr20	+	62584736	62588338	3602	62588338	62588338	0
191	LOC399815	chr10	+	124639148	124658230	19082	124658230	124658230	0
749	ZNF738	chr19	+	21541734	21571384	29650	21571384	21571384	0
938	C21orf67	chr21	-	46354640	46359828	5188	46359828	46359828	0
938	C21orf67	chr21	-	46353198	46359828	6630	46359828	46359828	0
138	GUSBP3	chr5	-	68935289	69006354	71065	69006354	69006354	0
774	LTB4R	chr14	+	24780704	24787242	6538	24784857	24785916	1059
862	KIAA0895	chr7	-	36363758	36406782	43024	36366368	36406451	40083
862	KIAA0895	chr7	-	36363758	36406842	43084	36366368	36406549	40181
919	BLVRA	chr7	+	43798271	43846941	48670	43810757	43846834	36077
1236	SYTL2	chr11	-	85405264	85430393	25129	85406237	85425491	19254
897	BLVRB	chr19	-	40953690	40971725	18035	40953795	40971595	17800
1154	FPGT	chr1	+	74663895	74674386	10491	74663923	74671058	7135
144	FPGT-TNNI3K	chr1	+	74663895	74930609	266714	74663923	74930426	266503
601	INS	chr11	-	2181008	2182439	1431	2181081	2182201	1120
294	DISC1	chr1	+	231762560	231907408	144848	231762613	231906826	144213
978	NCOA4	chr10	+	51565107	51590734	25627	51568356	51589230	20874
978	NCOA4	chr10	+	51565107	51590734	25627	51568356	51586675	18319
826	C6orf25	chr6	+	31691120	31694485	3365	31691160	31692820	1660
609	C6orf25	chr6_cox_hap2	+	3200737	3204102	3365	3200777	3202437	1660
90	LDHAL6A	chr11	+	18477373	18501147	23774	18478227	18500417	22190
149	FAM151B	chr5	+	79783799	79838382	54583	79783942	79837651	53709
1682	LYPD2	chr8	-	143831627	143833952	2325	143831700	143833869	2169
1432	HVCN1	chr12	-	111086490	111127617	41127	111087214	111121050	33836
